ate,Cidade,tosse,febre,tosse seca,febre alta,falta de ar,lat,long
24/mar,Pedro de Toledo,0,100,0,0,0,-24.1702,-47.17239
24/mar,Santa Rosa de Viterbo,38,62,0,0,0,5.88515,-73.01344
24/mar,Itápolis,34,66,0,0,0,-21.59556,-48.81278
24/mar,São Bento do Sapucaí,0,100,0,0,0,-22.67091,-45.68394
24/mar,Itariri,0,100,0,0,0,-24.2888,-47.13325
24/mar,Cajuru,37,63,0,0,0,-21.27528,-47.30417
24/mar,Conchas,57,43,0,0,0,-23.01528,-48.01056
24/mar,Ipaussu,0,100,0,0,0,-23.05667,-49.62639
24/mar,Morungaba,0,100,0,0,0,-22.88318,-46.78699
24/mar,Salesópolis,0,100,0,0,0,-23.58753,-45.84743
24/mar,Cajati,46,54,0,0,0,-24.73611,-48.12278
24/mar,Santa Cruz das Palmeiras,42,58,0,0,0,-21.82694,-47.24861
24/mar,Mococa,34,53,0,0,13,-21.46778,-47.00472
24/mar,Pirapora do Bom Jesus,49,51,0,0,0,-23.37201,-46.97798
24/mar,Barrinha,45,55,0,0,0,-21.19361,-48.16389
24/mar,Lucélia,0,100,0,0,0,-21.72028,-51.01889
24/mar,Elias Fausto,43,57,0,0,0,-23.04278,-47.37389
24/mar,Divinolândia,42,58,0,0,0,-21.66459,-46.7045
24/mar,Lorena,34,48,7,0,11,48.76667,6.13333
24/mar,Santo Antônio do Pinhal,0,100,0,0,0,-22.82143,-45.69968
24/mar,Itapevi,40,34,9,0,17,-23.54889,-46.93417
24/mar,Registro,36,45,8,0,11,-24.4875,-47.84361
24/mar,Lindóia,56,44,0,0,0,-22.5125,-46.65352
24/mar,Laranjal Paulista,43,57,0,0,0,-23.04972,-47.83667
24/mar,Guararema,56,44,0,0,0,-23.43419,-46.06086
24/mar,Tambaú,44,56,0,0,0,-21.58688,-47.22761
24/mar,Jambeiro,0,100,0,0,0,-23.28154,-45.71217
24/mar,Pindorama,51,49,0,0,0,-21.20688,-48.91109
24/mar,Mineiros do Tietê,0,100,0,0,0,-22.4486,-48.44074
24/mar,São Paulo,36,41,8,1,14,-23.5475,-46.63611
24/mar,Américo Brasiliense,60,40,0,0,0,-21.72444,-48.10167
24/mar,São Pedro,42,58,0,0,0,-22.83917,-42.10278
24/mar,Charqueada,54,46,0,0,0,-22.53724,-47.7377
24/mar,Itapeva,54,46,0,0,0,-23.94696,-48.83835
24/mar,Chavantes,0,100,0,0,0,-23.0346,-49.72321
24/mar,Santa Gertrudes,52,48,0,0,0,-22.45667,-47.53028
24/mar,Estiva Gerbi,0,100,0,0,0,-22.22052,-46.93878
24/mar,Ouroeste,0,100,0,0,0,-19.9376,-50.41455
24/mar,Cubatão,34,42,9,0,15,-23.895,-46.42528
24/mar,Brodowski,46,54,0,0,0,-21.0506,-47.61728
24/mar,Monte Mor,39,46,0,0,15,-22.94667,-47.31583
24/mar,Itaquaquecetuba,38,39,8,0,15,-23.48611,-46.34833
24/mar,Juquitiba,50,50,0,0,0,-23.93167,-47.06833
24/mar,Embu das Artes,37,37,9,0,17,-23.64889,-46.85222
24/mar,Ilhabela,38,46,0,0,16,-23.8484,-45.32321
24/mar,Bastos,43,57,0,0,0,-21.92194,-50.73389
24/mar,Capela do Alto,55,45,0,0,0,-23.47056,-47.73472
24/mar,Tarumã,49,51,0,0,0,-22.76111,-50.60332
24/mar,Mairiporã,39,47,0,0,14,-23.31861,-46.58667
24/mar,Embu-Guaçu,38,34,10,0,18,-23.83222,-46.81139
24/mar,Serra Negra,45,55,0,0,0,-22.60767,-46.70322
24/mar,Piraju,61,39,0,0,0,-23.19361,-49.38389
24/mar,Mauá,35,41,8,1,15,-23.66778,-46.46139
24/mar,Santa Isabel,37,45,0,0,18,17.99663,-66.38711
24/mar,Itapecerica da Serra,34,41,7,0,18,-23.71694,-46.84917
24/mar,Francisco Morato,34,43,7,0,16,-23.28167,-46.74528
24/mar,Poá,36,38,8,0,18,-23.52806,-46.34472
24/mar,Caieiras,36,41,9,0,14,-23.38134,-46.73815
24/mar,Guaratinguetá,35,43,9,0,13,-22.81639,-45.1925
24/mar,Mongaguá,34,39,9,0,18,-24.05741,-46.66836
24/mar,Santo André,34,41,8,1,16,-23.66389,-46.53833
24/mar,Cajamar,37,40,10,0,13,-23.35193,-46.88129
24/mar,Ourinhos,38,43,9,0,10,-22.97889,-49.87056
24/mar,Suzano,36,39,8,0,17,-23.5425,-46.31083
24/mar,São Vicente,36,41,8,1,14,16.89014,-24.98042
24/mar,Pilar do Sul,48,52,0,0,0,-23.81306,-47.71639
24/mar,Capivari,38,41,10,0,11,-22.995,-47.50778
24/mar,Serrana,50,50,0,0,0,-21.21139,-47.59556
24/mar,Capão Bonito,56,44,0,0,0,-24.00583,-48.34944
24/mar,Várzea Paulista,36,39,9,0,16,-23.21139,-46.82833
24/mar,Jarinu,39,48,0,0,13,-23.10139,-46.72833
24/mar,Ituverava,46,54,0,0,0,-20.30007,-47.82592
24/mar,Osasco,34,40,9,1,16,-23.5325,-46.79167
24/mar,Aparecida,45,55,0,0,0,-22.84694,-45.22972
24/mar,Lins,36,43,10,0,11,48.30639,14.28611
24/mar,Porto Feliz,40,44,0,0,16,-23.21472,-47.52389
24/mar,Santana de Parnaíba,34,42,9,0,15,-23.44417,-46.91778
24/mar,Ibitinga,43,42,0,0,15,-21.75778,-48.82889
24/mar,Itapira,39,48,0,0,13,-22.43611,-46.82167
24/mar,Carapicuíba,36,39,9,0,16,-23.52272,-46.835
24/mar,São Simão,51,49,0,0,0,-21.47917,-47.55083
24/mar,São Caetano do Sul,34,43,8,0,15,-23.62306,-46.55111
24/mar,Barueri,36,40,8,1,15,-23.51056,-46.87611
24/mar,Cotia,36,39,9,0,16,-23.60389,-46.91917
24/mar,Cunha,72,28,0,0,0,-37.11284,-12.28343
24/mar,Pedreira,37,44,0,0,19,-22.75077,-46.89089
24/mar,Vera Cruz,0,100,0,0,0,-8.55861,125.57361
24/mar,Brotas,48,52,0,0,0,-22.28417,-48.12667
24/mar,Mairinque,52,48,0,0,0,-23.54583,-47.18333
24/mar,Franco da Rocha,34,41,10,0,15,-23.32167,-46.72694
24/mar,Salto de Pirapora,43,36,0,0,21,-23.64889,-47.57333
24/mar,Pradópolis,0,100,0,0,0,-21.35944,-48.06556
24/mar,Bernardino de Campos,0,100,0,0,0,-23.02698,-49.49277
24/mar,Santa Fé do Sul,56,44,0,0,0,-20.21111,-50.92583
24/mar,Itararé,53,47,0,0,0,-24.1125,-49.33167
24/mar,Novo Horizonte,50,50,0,0,0,-21.46806,-49.22083
24/mar,Tabapuã,0,100,0,0,0,-20.92377,-49.02475
24/mar,Sumaré,35,42,7,0,16,-22.82194,-47.26694
24/mar,Osvaldo Cruz,50,50,0,0,0,-21.79667,-50.87861
24/mar,Palmares Paulista,0,100,0,0,0,-21.10148,-48.82032
24/mar,Rancharia,64,36,0,0,0,-22.22917,-50.89306
24/mar,Biritiba-Mirim,48,52,0,0,0,-23.5725,-46.03861
24/mar,Bebedouro,42,36,9,0,13,-20.94944,-48.47917
24/mar,Bragança Paulista,35,41,9,0,15,-22.9527,-46.54418
24/mar,Cosmópolis,45,40,0,0,15,-22.64583,-47.19611
24/mar,Itirapina,54,46,0,0,0,-22.25278,-47.82278
24/mar,Vargem Grande Paulista,42,42,0,0,16,-23.62856,-47.01914
24/mar,Alumínio,53,47,0,0,0,-23.52259,-47.28373
24/mar,Itajobi,0,100,0,0,0,-21.35516,-49.0569
24/mar,Araçoiaba da Serra,48,52,0,0,0,-23.50528,-47.61417
24/mar,Praia Grande,34,41,8,2,15,-24.00583,-46.40278
24/mar,Buri,49,51,0,0,0,13.3622,100.98345
24/mar,Ubatuba,38,36,9,0,17,-23.43389,-45.07111
24/mar,Rio Grande da Serra,51,49,0,0,0,-23.73345,-46.37351
24/mar,Guarujá,37,38,9,1,15,-23.99306,-46.25639
24/mar,Itupeva,36,40,8,0,16,-23.15306,-47.05778
24/mar,São Roque,39,37,7,0,17,32.66568,-16.92547
24/mar,Mogi das Cruzes,36,39,9,1,15,-23.52278,-46.18833
24/mar,Palmeira D'Oeste,0,100,0,0,0,-20.45046,-50.75181
24/mar,Arujá,37,37,9,0,17,-23.39611,-46.32083
24/mar,Ibiúna,45,39,0,0,16,-23.83577,-47.21076
24/mar,Ibaté,54,46,0,0,0,-21.95472,-47.99667
24/mar,Regente Feijó,60,40,0,0,0,-22.22139,-51.30278
24/mar,Lençóis Paulista,40,37,9,0,14,-22.59861,-48.80028
24/mar,Morro Agudo,49,51,0,0,0,-20.73139,-48.05778
24/mar,Taquarituba,56,44,0,0,0,-23.52998,-49.21441
24/mar,Colina,49,51,0,0,0,22.18306,113.53194
24/mar,Pitangueiras,52,48,0,0,0,-21.00944,-48.22167
24/mar,Avaré,40,38,9,0,13,-23.09861,-48.92583
24/mar,Cerquilho,41,45,0,0,14,-23.165,-47.74361
24/mar,Votorantim,38,36,11,0,15,-23.54667,-47.43778
24/mar,Santa Cruz do Rio Pardo,49,51,0,0,0,-22.89889,-49.6325
24/mar,Salto,37,37,9,0,17,-31.38333,-57.96667
24/mar,Ilha Solteira,52,48,0,0,0,-20.35123,-51.15423
24/mar,São Sebastião,38,38,9,0,15,-23.76,-45.40972
24/mar,Casa Branca,51,49,0,0,0,-21.81396,-47.08264
24/mar,Tatuí,37,36,11,0,16,-23.35556,-47.85694
24/mar,Itanhaém,38,36,8,0,18,-24.18306,-46.78889
24/mar,Louveira,42,42,0,0,16,-23.08252,-46.93308
24/mar,Itapetininga,36,38,11,0,15,-23.59167,-48.05306
24/mar,Porto Ferreira,42,45,0,0,13,-21.85389,-47.47917
24/mar,Aguaí,51,49,0,0,0,-22.0259,-47.06702
24/mar,Boituva,39,41,0,0,20,-23.31012,-47.68519
24/mar,Pereira Barreto,53,47,0,0,0,-20.63833,-51.10917
24/mar,Indaiatuba,39,40,8,0,13,-23.08842,-47.2119
24/mar,São Manuel,50,50,0,0,0,-22.73111,-48.57056
24/mar,Batatais,43,44,0,0,13,-20.83515,-47.56742
24/mar,Piedade,51,49,0,0,0,-23.80789,-47.43506
24/mar,Paranapanema,56,44,0,0,0,-23.48856,-48.75931
24/mar,Leme,38,36,9,0,17,-22.18556,-47.39028
24/mar,Rafard,0,0,0,0,0,-23.03281,-47.58676
24/mar,Fernão,0,0,0,0,0,-14.56257,40.68538
24/mar,Iaras,0,0,0,0,0,-22.83679,-49.10928
24/mar,Avanhandava,0,0,0,0,0,-21.46596,-49.94791
24/mar,Guapiara,0,0,0,0,0,-24.21726,-48.54523
24/mar,Joanópolis,0,0,0,0,0,-22.93028,-46.27556
24/mar,Tejupá,0,0,0,0,0,-23.35231,-49.30721
24/mar,Analândia,0,0,0,0,0,-22.12002,-47.68938
24/mar,Cristais Paulista,0,0,0,0,0,-20.36538,-47.373
24/mar,Torre de Pedra,0,0,0,0,0,-23.2464,-48.21328
24/mar,Vicentópolis,0,0,0,0,0,-20.91667,-50.33333
24/mar,Inúbia Paulista,0,0,0,0,0,-21.72002,-50.94738
24/mar,São Luís do Paraitinga,0,0,0,0,0,-23.22167,-45.31
24/mar,Pereiras,0,0,0,0,0,-23.1215,-47.97614
24/mar,Cananéia,0,0,0,0,0,-24.98104,-48.00093
24/mar,Porangaba,0,0,0,0,0,-23.15994,-48.13535
24/mar,Cardoso,0,0,0,0,0,-13.43695,-42.10325
24/mar,Sarutaiá,0,0,0,0,0,-23.25823,-49.48372
24/mar,Piquete,0,0,0,0,0,-22.61361,-45.17611
24/mar,Taciba,0,0,0,0,0,-22.49676,-51.33241
24/mar,Buritizal,0,0,0,0,0,-20.21345,-47.70776
24/mar,Itaberá,0,0,0,0,0,-23.86194,-49.13722
24/mar,Jaci,0,0,0,0,0,-20.94747,-49.57606
24/mar,Pedrinhas Paulista,0,0,0,0,0,-22.80731,-50.82055
24/mar,Tabatinga,0,0,0,0,0,-21.7421,-48.64589
24/mar,São Lourenço da Serra,0,0,0,0,0,-23.84783,-46.9393
24/mar,Avaí,0,0,0,0,0,-22.17789,-49.30511
24/mar,Tapiratiba,0,0,0,0,0,-21.44656,-46.73214
24/mar,Echaporã,0,0,0,0,0,-22.4108,-50.18262
24/mar,Campina do Monte Alegre,0,0,0,0,0,-23.61364,-48.45388
24/mar,Ribeirão Grande,0,0,0,0,0,-21.1775,-47.81028
24/mar,Bocaina,0,0,0,0,0,-22.0983,-48.51952
24/mar,Torrinha,0,0,0,0,0,-22.47144,-48.15338
24/mar,Barra do Chapéu,0,0,0,0,0,-24.44047,-49.08615
24/mar,Estrela D'Oeste,0,0,0,0,0,-20.27767,-50.40807
24/mar,Corumbataí,0,0,0,0,0,-22.21698,-47.59961
24/mar,Taquarivaí,0,0,0,0,0,-23.95095,-48.67524
24/mar,Águas da Prata,0,0,0,0,0,-21.91623,-46.68666
24/mar,Taiaçu,0,0,0,0,0,-21.13217,-48.53092
24/mar,Miguelópolis,0,0,0,0,0,-20.17944,-48.03194
24/mar,Caconde,0,0,0,0,0,-21.5415,-46.62252
24/mar,Itaporanga,0,0,0,0,0,-11.07087,-37.33296
24/mar,Anhembi,0,0,0,0,0,-22.83293,-48.16384
24/mar,General Salgado,0,0,0,0,0,-20.61948,-50.43174
24/mar,Angatuba,0,0,0,0,0,-23.48972,-48.41278
24/mar,Ribeira,0,0,0,0,0,16.61667,-24.2
24/mar,Reginópolis,0,0,0,0,0,-21.87493,-49.19025
24/mar,Sarapuí,0,0,0,0,0,-23.65898,-47.77095
24/mar,Areiópolis,0,0,0,0,0,-22.60627,-48.65273
24/mar,Macaubal,0,0,0,0,0,-20.86271,-49.9853
25/mar,Pedro de Toledo,0,100,0,0,0,-24.1702,-47.17239
25/mar,Tabapuã,0,100,0,0,0,-20.92377,-49.02475
25/mar,Colina,28,72,0,0,0,22.18306,113.53194
25/mar,Potim,0,100,0,0,0,-22.82497,-45.30614
25/mar,Tambaú,58,42,0,0,0,-21.58688,-47.22761
25/mar,São Simão,36,64,0,0,0,-21.47917,-47.55083
25/mar,Pirapora do Bom Jesus,45,55,0,0,0,-23.37201,-46.97798
25/mar,Itapuí,0,100,0,0,0,-22.25044,-48.69737
25/mar,Santa Cruz das Palmeiras,33,67,0,0,0,-21.82694,-47.24861
25/mar,Palmares Paulista,0,100,0,0,0,-21.10148,-48.82032
25/mar,Águas da Prata,0,100,0,0,0,-21.91623,-46.68666
25/mar,São Luís do Paraitinga,0,100,0,0,0,-23.22167,-45.31
25/mar,Patrocínio Paulista,0,100,0,0,0,-20.68707,-47.28437
25/mar,Conchas,78,22,0,0,0,-23.01528,-48.01056
25/mar,Ipaussu,40,60,0,0,0,-23.05667,-49.62639
25/mar,Tarumã,51,49,0,0,0,-22.76111,-50.60332
25/mar,Rancharia,48,52,0,0,0,-22.22917,-50.89306
25/mar,Pirajuí,41,59,0,0,0,-21.99861,-49.45722
25/mar,Cardoso,0,100,0,0,0,-13.43695,-42.10325
25/mar,São Pedro,31,69,0,0,0,-22.83917,-42.10278
25/mar,São José do Rio Pardo,35,65,0,0,0,-21.59556,-46.88861
25/mar,São Bento do Sapucaí,0,100,0,0,0,-22.67091,-45.68394
25/mar,Cesário Lange,57,43,0,0,0,-23.21195,-47.88465
25/mar,Bebedouro,36,44,10,0,10,-20.94944,-48.47917
25/mar,Guariba,33,67,0,0,0,-21.39568,-48.20427
25/mar,Tapiratiba,0,100,0,0,0,-21.44656,-46.73214
25/mar,Junqueirópolis,0,100,0,0,0,-21.4211,-51.44193
25/mar,Cachoeira Paulista,39,61,0,0,0,-22.70115,-44.99229
25/mar,Cravinhos,46,54,0,0,0,-21.34028,-47.72944
25/mar,Lorena,35,47,5,0,13,48.76667,6.13333
25/mar,Guareí,0,100,0,0,0,-23.37338,-48.22466
25/mar,Itaporanga,0,100,0,0,0,-11.07087,-37.33296
25/mar,Guapiaçu,55,45,0,0,0,-20.72593,-49.16413
25/mar,Sumaré,29,54,5,0,12,-22.82194,-47.26694
25/mar,Pereira Barreto,33,67,0,0,0,-20.63833,-51.10917
25/mar,Juquitiba,41,59,0,0,0,-23.93167,-47.06833
25/mar,Porangaba,0,100,0,0,0,-23.15994,-48.13535
25/mar,Franco da Rocha,29,52,3,0,16,-23.32167,-46.72694
25/mar,Morro Agudo,41,59,0,0,0,-20.73139,-48.05778
25/mar,Piedade,36,64,0,0,0,-23.80789,-47.43506
25/mar,Serra Negra,41,59,0,0,0,-22.60767,-46.70322
25/mar,Porto Feliz,35,54,0,0,11,-23.21472,-47.52389
25/mar,Artur Nogueira,47,53,0,0,0,-22.57306,-47.1725
25/mar,Aparecida,37,63,0,0,0,-22.84694,-45.22972
25/mar,Ilhabela,37,56,0,0,7,-23.8484,-45.32321
25/mar,Santa Rita do Passa Quatro,71,29,0,0,0,-21.71028,-47.47806
25/mar,Palmital,67,33,0,0,0,-22.81598,-50.22953
25/mar,Américo Brasiliense,45,55,0,0,0,-21.72444,-48.10167
25/mar,Guarujá,28,50,4,<1,18,-23.99306,-46.25639
25/mar,Cerquilho,45,37,0,0,18,-23.165,-47.74361
25/mar,Capivari,29,51,7,0,13,-22.995,-47.50778
25/mar,Mirandópolis,44,56,0,0,0,-21.12459,-51.15123
25/mar,Cunha,100,0,0,0,0,-37.11284,-12.28343
25/mar,Jaboticabal,34,54,0,0,12,-21.25472,-48.32222
25/mar,Regente Feijó,55,45,0,0,0,-22.22139,-51.30278
25/mar,Bady Bassitt,62,38,0,0,0,-20.91806,-49.44528
25/mar,Poá,39,34,10,0,17,-23.52806,-46.34472
25/mar,Aguaí,46,54,0,0,0,-22.0259,-47.06702
25/mar,Guaratinguetá,30,48,6,0,16,-22.81639,-45.1925
25/mar,Itápolis,53,47,0,0,0,-21.59556,-48.81278
25/mar,Cotia,33,45,6,0,16,-23.60389,-46.91917
25/mar,Cordeirópolis,44,56,0,0,0,-22.48194,-47.45667
25/mar,Francisco Morato,34,37,12,0,17,-23.28167,-46.74528
25/mar,Novo Horizonte,46,54,0,0,0,-21.46806,-49.22083
25/mar,Votorantim,31,43,8,0,18,-23.54667,-47.43778
25/mar,Igaraçu do Tietê,55,45,0,0,0,-22.50917,-48.55778
25/mar,São João da Boa Vista,29,48,11,0,12,-21.96917,-46.79806
25/mar,Igarapava,53,47,0,0,0,-20.03833,-47.74694
25/mar,Mogi Mirim,40,54,0,0,6,-22.43194,-46.95778
25/mar,Iracemápolis,54,46,0,0,0,-22.61601,-47.51989
25/mar,Várzea Paulista,31,46,7,0,16,-23.21139,-46.82833
25/mar,Barrinha,62,38,0,0,0,-21.19361,-48.16389
25/mar,Capão Bonito,50,50,0,0,0,-24.00583,-48.34944
25/mar,Santa Isabel,38,43,0,0,19,17.99663,-66.38711
25/mar,Pereiras,0,100,0,0,0,-23.1215,-47.97614
25/mar,Promissão,47,53,0,0,0,-21.53667,-49.85806
25/mar,Vargem Grande do Sul,40,60,0,0,0,-21.83222,-46.89361
25/mar,Botucatu,37,47,4,0,12,-22.88583,-48.445
25/mar,Orlândia,55,45,0,0,0,-20.68905,-47.89527
25/mar,Descalvado,59,41,0,0,0,-21.87915,-47.65919
25/mar,Osasco,31,43,7,1,18,-23.5325,-46.79167
25/mar,Itapecerica da Serra,33,38,8,0,21,-23.71694,-46.84917
25/mar,São Bernardo do Campo,32,43,9,1,15,-23.69389,-46.565
25/mar,Jardinópolis,39,27,0,0,34,-21.01778,-47.76389
25/mar,Leme,44,39,9,0,8,-22.18556,-47.39028
25/mar,Barra Bonita,35,41,0,0,24,-26.68537,-53.41393
25/mar,Araçoiaba da Serra,45,55,0,0,0,-23.50528,-47.61417
25/mar,Santo André,32,42,9,<1,17,-23.66389,-46.53833
25/mar,Lençóis Paulista,37,33,13,0,17,-22.59861,-48.80028
25/mar,Jales,39,41,0,0,20,-20.26889,-50.54583
25/mar,Ibitinga,33,42,0,0,25,-21.75778,-48.82889
25/mar,Pindamonhangaba,31,42,11,0,16,-22.92389,-45.46167
25/mar,Catanduva,36,50,1,0,13,-21.13778,-48.97278
25/mar,Bauru,32,46,6,0,16,-22.31472,-49.06056
25/mar,Limeira,35,45,6,0,14,-22.56472,-47.40167
25/mar,São Paulo,34,43,7,1,15,-23.5475,-46.63611
25/mar,Socorro,35,46,0,0,19,-10.855,-37.12611
25/mar,Praia Grande,35,43,7,<1,15,-24.00583,-46.40278
25/mar,São Vicente,35,42,7,1,15,16.89014,-24.98042
25/mar,Pedreira,37,48,0,0,15,-22.75077,-46.89089
25/mar,Mauá,39,41,5,<1,15,-23.66778,-46.46139
25/mar,Itaquaquecetuba,38,35,7,0,20,-23.48611,-46.34833
25/mar,Embu das Artes,38,37,5,0,20,-23.64889,-46.85222
25/mar,Cosmópolis,45,40,0,0,15,-22.64583,-47.19611
25/mar,Suzano,38,35,8,0,19,-23.5425,-46.31083
25/mar,Iperó,64,36,0,0,0,-23.35028,-47.68861
25/mar,Biritiba-Mirim,64,36,0,0,0,-23.5725,-46.03861
25/mar,Cajamar,38,38,8,0,16,-23.35193,-46.88129
25/mar,Itanhaém,33,43,9,0,15,-24.18306,-46.78889
25/mar,Ribeirão Pires,34,45,5,0,16,-23.71056,-46.41333
25/mar,Mirassol,55,31,0,0,14,-20.84158,-49.50879
25/mar,Barueri,32,41,10,1,16,-23.51056,-46.87611
25/mar,Caieiras,41,40,8,0,11,-23.38134,-46.73815
25/mar,Avaré,39,37,14,0,10,-23.09861,-48.92583
25/mar,Itapevi,36,35,5,0,24,-23.54889,-46.93417
25/mar,Itupeva,34,38,11,0,17,-23.15306,-47.05778
25/mar,São Caetano do Sul,34,46,5,0,15,-23.62306,-46.55111
